,original_tumor_region,Tumor_region
117452,False,False
117453,False,False
117456,False,False
117457,False,False
117458,False,False
117459,False,False
117460,False,False
117462,False,False
117463,False,False
117465,False,False
117467,False,False
117468,False,False
117469,False,False
117470,False,False
117472,False,False
117473,False,False
117474,False,False
117475,False,False
117477,False,False
117479,False,False
117480,False,False
117481,False,False
117482,False,False
117485,False,False
117487,False,False
117488,False,False
117490,False,False
117491,False,False
117492,False,False
117494,False,False
117495,False,False
117497,False,False
117498,False,False
117499,False,False
117500,False,False
117501,False,False
117502,False,False
117503,False,False
117506,False,False
117507,False,False
117508,False,False
117509,False,False
117511,False,False
117512,False,False
117514,False,False
117517,False,False
117518,False,False
117519,False,False
117520,False,False
117521,False,False
117522,False,False
117524,False,False
117525,False,False
117527,False,False
117530,False,False
117532,False,False
117534,False,False
117535,False,False
117537,False,False
117538,False,False
117539,False,False
117540,False,False
117541,False,False
117542,False,False
117543,False,False
117544,False,False
117545,False,False
117547,False,False
117548,False,False
117549,False,False
117550,False,False
117552,False,False
117553,False,False
117554,False,False
117555,False,False
117556,False,False
117557,False,False
117558,False,False
117559,False,False
117560,False,False
117561,False,False
117563,False,False
117564,False,False
117565,False,False
117566,False,False
117567,False,False
117568,False,False
117569,False,False
117570,False,False
117572,False,False
117573,False,False
117574,False,False
117575,False,False
117576,False,False
117577,False,False
117578,False,False
117579,False,False
117580,False,False
117581,False,False
117582,False,False
117583,False,False
117584,False,False
117586,False,False
117587,False,False
117588,False,False
117589,False,False
117590,False,False
117591,False,False
117592,False,False
117593,False,False
117595,False,False
117597,False,False
117598,False,False
117599,False,False
117600,False,False
117601,False,False
117602,False,False
117603,False,False
117604,False,False
117605,False,False
117606,False,False
117607,False,False
117608,False,False
117610,False,False
117611,False,False
117612,False,False
117613,False,False
117614,False,False
117615,False,False
117616,False,False
117617,False,False
117618,False,False
117619,False,False
117620,False,False
117622,False,False
117623,False,False
117626,False,False
117627,False,False
117629,False,False
117631,False,False
117632,False,False
117633,False,False
117634,False,False
117635,False,False
117636,False,False
117637,False,False
117638,False,False
117639,False,False
117640,False,False
117641,False,False
117642,False,False
117643,False,False
117644,False,False
117645,False,False
117646,False,False
117647,False,False
117648,False,False
117649,False,False
117650,False,False
117653,False,False
117654,False,False
117655,False,False
117656,False,False
117657,False,False
117658,False,False
117659,False,False
117660,False,False
117661,False,False
117662,False,False
117663,False,False
117664,False,False
117666,False,False
117667,False,False
117669,False,False
117671,False,False
117672,False,False
117674,False,False
117675,False,False
117676,False,False
117677,False,False
117679,False,False
117681,False,False
117683,False,False
117684,False,False
117685,False,False
117686,False,False
117687,False,False
117688,False,False
117689,False,False
117690,False,False
117691,False,False
117692,False,False
117693,False,False
117694,False,False
117695,False,False
117697,False,False
117698,False,False
117699,False,False
117700,False,False
117703,False,False
117704,False,False
117706,False,False
117707,False,False
117708,False,False
117709,False,False
117710,False,False
117711,False,False
117712,False,False
117713,False,False
117714,False,False
117716,False,False
117717,False,False
117718,False,False
117720,False,False
117721,False,False
117722,False,False
117723,False,False
117724,False,False
117725,False,False
117726,False,False
117729,False,False
117730,False,False
117731,False,False
117732,False,False
117734,False,False
117735,False,False
117736,False,False
117738,False,False
117739,False,False
117740,False,False
117742,False,False
117743,False,False
117745,False,False
117746,False,False
117747,False,False
117748,False,False
117749,False,False
117751,False,False
117752,False,False
117753,False,False
117754,False,False
117755,False,False
117756,False,False
117757,False,False
117761,False,False
117762,False,False
117764,False,False
117765,False,False
117766,False,False
117767,False,False
117768,False,False
117769,False,False
117770,False,False
117771,False,False
117774,False,False
117775,False,False
117776,False,False
117777,False,False
117780,False,False
117781,False,False
117782,False,False
117783,False,False
117785,False,False
117786,False,False
117788,False,False
117789,False,False
117790,False,False
117791,False,False
117792,False,False
117793,False,False
117794,False,False
117795,False,False
117797,False,False
117798,False,False
117799,False,False
117800,False,False
117801,False,False
117802,False,False
117803,False,False
117804,False,False
117805,False,False
117806,False,False
117807,False,False
117808,False,False
117809,False,False
117810,False,False
117811,False,False
117812,False,False
117813,False,False
117814,False,False
117815,False,False
117818,False,False
117819,False,False
117820,False,False
117821,False,False
117822,False,False
117823,False,False
117824,False,False
117825,False,False
117826,False,False
117827,False,False
117828,False,False
117829,False,False
117830,False,False
117831,False,False
117833,False,False
117836,False,False
117838,False,False
117839,False,False
117840,False,False
117841,False,False
117843,False,False
117844,False,False
117846,False,False
117848,False,False
117849,False,False
117850,False,False
117851,False,False
117852,False,False
117853,False,False
117854,False,False
117856,False,False
117857,False,False
117858,False,False
117859,False,False
117860,False,False
117861,False,False
117862,False,False
117863,False,False
117865,False,False
117866,False,False
117867,False,False
117870,False,False
117871,False,False
117872,False,False
117873,False,False
117874,False,False
117875,False,False
117876,False,False
117877,False,False
117878,False,False
117879,False,False
117882,False,False
117883,False,False
117884,False,False
117887,False,False
117888,False,False
117889,False,False
117890,False,False
117891,False,False
117893,False,False
117894,False,False
117895,False,False
117896,False,False
117897,False,False
117898,False,False
117900,False,False
117901,False,False
117902,False,False
117903,False,False
117904,False,False
117905,False,False
117906,False,False
117907,False,False
117908,False,False
117909,False,False
117910,False,False
117911,False,False
117912,False,False
117913,False,False
117915,False,False
117916,False,False
117917,False,False
117918,False,False
117919,False,False
117921,False,False
117922,False,False
117924,False,False
117925,False,False
117926,False,False
117928,False,False
117929,False,False
117931,False,False
117932,False,False
117933,False,False
117934,False,False
117935,False,False
117936,False,False
117937,False,False
117938,False,False
117939,False,False
117942,False,False
117943,False,False
117944,False,False
117945,False,False
117946,False,False
117947,False,False
117949,False,False
117950,False,False
117951,False,False
117953,False,False
117954,False,False
117956,False,False
117958,False,False
117959,False,False
117960,False,False
117961,False,False
117963,False,False
117964,False,False
117965,False,False
117966,False,False
117967,False,False
117970,False,False
117971,False,False
117972,False,False
117973,False,False
117974,False,False
117978,False,False
117979,False,False
117980,False,False
117981,False,False
117982,False,False
117983,False,False
117985,False,False
117986,False,False
117988,False,False
117989,False,False
117991,False,False
117992,False,False
117993,False,False
117994,False,False
117995,False,False
117998,False,False
117999,False,False
118000,False,False
118001,False,False
118002,False,False
118003,False,False
118004,False,False
118005,False,False
118007,False,False
118008,False,False
118009,False,False
118010,False,False
118011,False,False
118012,False,False
118013,False,False
118016,False,False
118017,False,False
118018,False,False
118019,False,False
118020,False,False
118022,False,False
118023,False,False
118024,False,False
118025,False,False
118026,False,False
118027,False,False
118029,False,False
118030,False,False
118032,False,False
118033,False,False
118034,False,False
118035,False,False
118036,False,False
118038,False,False
118039,False,False
118040,False,False
118042,False,False
118043,False,False
118044,False,False
118045,False,False
118046,False,False
118047,False,False
118048,False,False
118049,False,False
118050,False,False
118052,False,False
118053,False,False
118054,False,False
118055,False,False
118057,False,False
118058,False,False
118059,False,False
118060,False,False
118061,False,False
118062,False,False
118063,False,False
118064,False,False
118065,False,False
118066,False,False
118067,False,False
118068,False,False
118069,False,False
118070,False,False
118071,False,False
118072,False,False
118073,False,False
118074,False,False
118075,False,False
118077,False,False
118078,False,False
118079,False,False
118080,False,False
118082,False,False
118084,False,False
118085,False,False
118086,False,False
118088,False,False
118089,False,False
118090,False,False
118094,False,False
118096,False,False
118097,False,False
118098,False,False
118099,False,False
118100,False,False
118101,False,False
118102,False,False
118103,False,False
118105,False,False
118106,False,False
118107,False,False
118109,False,False
118110,False,False
118111,False,False
118112,False,False
118114,False,False
118115,False,False
118116,False,False
118117,False,False
118118,False,False
118119,False,False
118120,False,False
118121,False,False
118122,False,False
118123,False,False
118124,False,False
118126,False,False
118129,False,False
118130,False,False
118133,False,False
118140,False,False
118141,False,False
118142,False,False
118143,False,False
118145,True,False
118146,True,True
118147,True,True
118148,True,True
118149,True,True
118150,True,True
118151,False,True
118152,True,True
118153,False,False
118154,True,True
118155,True,True
118156,False,True
118157,False,True
118158,False,False
118159,True,True
118161,False,False
118162,False,True
118163,False,False
118164,False,False
118165,False,False
118166,True,True
118167,True,True
118168,False,True
118169,True,True
118170,False,False
118171,False,False
118172,False,True
118173,False,False
118174,False,False
118175,True,True
118176,False,True
118177,True,True
118178,False,False
118179,True,True
118180,True,True
118181,False,False
118182,True,True
118183,True,True
118184,False,False
118185,False,False
118186,True,True
118187,False,True
118188,True,True
118189,True,True
118191,False,False
118192,False,False
118193,False,False
118194,True,True
118195,False,False
118196,False,True
118197,False,False
118199,False,False
118200,True,True
118201,False,True
118202,False,False
118203,False,False
118204,False,False
118206,False,False
118207,False,False
118209,False,False
118210,False,False
118211,True,True
118212,False,False
118213,False,False
118214,False,True
118216,False,False
118217,False,False
118218,False,False
118219,False,False
118220,False,False
118221,False,True
118223,False,False
118224,False,False
118225,False,False
118226,False,False
118229,False,True
118230,False,False
118231,False,False
118233,False,False
118234,False,False
118235,False,False
118236,False,False
118237,False,False
118238,True,True
118239,False,False
118240,False,False
118241,False,False
118242,False,False
118243,False,False
118244,True,True
118245,False,True
118246,False,False
118247,False,False
118249,False,False
118250,True,True
118251,False,False
118252,False,False
118253,False,False
118254,False,True
118256,False,False
118257,False,False
118259,False,False
118261,False,False
118262,False,False
118263,False,True
118264,False,True
118266,False,False
118268,True,False
118270,False,True
118271,False,False
118273,False,False
118274,False,False
118275,False,False
118276,False,False
118277,False,True
118278,False,False
118279,False,False
118280,False,False
118281,False,True
118282,False,False
118283,False,False
118284,False,False
118285,False,False
118287,True,True
118288,False,False
118289,False,False
118290,False,False
118291,False,True
118292,False,False
118294,False,False
118295,False,True
118296,False,True
118297,False,True
118298,False,False
118299,False,False
118301,False,False
118303,False,False
118304,False,True
118305,False,True
118308,False,False
118309,False,False
118313,False,False
118314,False,True
118315,False,False
118316,False,False
118317,False,False
118318,False,False
118319,False,False
118320,False,False
118321,False,False
118322,False,False
118323,False,False
118324,False,True
118325,True,True
118326,False,False
118327,False,False
118328,False,False
118330,True,True
118332,True,True
118333,False,True
118336,True,True
118337,True,True
118339,False,False
118340,False,False
118342,False,True
118343,False,False
118345,False,True
118346,False,False
118347,False,False
118348,True,True
118349,True,True
118350,False,True
118351,False,False
118352,False,False
118353,False,False
118354,False,False
118355,False,False
118356,False,False
118358,False,False
118359,True,True
118360,False,False
118361,False,False
118362,True,True
118363,True,True
118364,False,False
118365,True,True
118366,False,False
118367,False,False
118368,False,False
118369,False,False
118370,False,False
118371,True,True
118372,False,False
118373,False,False
118374,False,False
118375,False,False
118377,False,True
118378,False,False
118379,True,True
118380,True,True
118381,False,False
118382,True,True
118383,False,False
118384,False,True
118385,True,True
118386,False,False
118388,False,False
118389,False,False
118390,False,False
118391,True,True
118392,False,False
118393,False,False
118394,True,True
118396,False,False
118397,False,False
118398,False,False
118399,False,False
118401,True,True
118402,False,False
118403,False,False
118404,False,False
118405,False,False
118406,False,False
118407,True,True
118408,False,False
118409,True,True
118410,False,False
118411,False,False
118412,False,False
118413,False,False
118414,False,False
118415,False,False
118416,False,False
118418,False,False
118419,False,False
118420,False,False
118421,False,False
118422,False,False
118423,False,False
118425,False,False
118426,False,False
118428,False,True
118429,False,False
118430,False,True
118431,False,False
118432,False,False
118433,False,False
118434,False,False
118435,False,True
118436,False,False
118437,False,False
118439,False,False
118440,False,False
118441,False,False
118443,False,False
118444,False,False
118445,False,True
118446,False,False
118448,False,True
118449,False,False
118450,True,True
118451,True,True
118452,True,True
118453,True,True
118454,True,True
118455,True,True
118456,True,True
118457,False,True
118458,True,True
118459,True,True
118460,False,True
118461,False,False
118462,False,False
118463,False,True
118464,False,False
118465,True,True
118466,False,False
118467,False,True
118468,False,False
118471,False,False
118472,False,True
118473,False,True
118474,False,False
118475,False,False
118476,False,False
118478,False,True
118479,False,False
118481,False,True
118482,False,True
118484,False,True
118485,False,False
118486,False,False
118487,False,True
118488,False,False
118489,False,False
118490,False,False
118491,False,False
118492,False,False
118493,False,True
118494,True,True
118495,False,False
118496,False,False
118497,True,True
118498,True,True
118499,False,False
118500,True,True
118501,False,False
118502,False,False
118503,False,False
118504,False,False
118505,True,True
118506,False,True
118507,False,False
118508,True,True
118509,False,False
118512,False,False
118513,False,False
118514,True,True
118515,False,False
118516,False,True
118517,True,True
118519,True,True
118520,True,True
118522,False,True
118524,False,False
118525,False,False
118526,True,True
118527,False,False
118528,True,True
118529,True,True
118530,False,False
118531,False,False
118533,False,False
118534,False,False
118536,True,True
118539,True,True
118541,False,False
118542,False,False
118543,False,False
118546,False,False
118548,True,True
118549,False,False
118554,False,False
118555,True,True
118560,False,False
118566,False,False
118568,False,False
118569,False,False
118570,False,False
118571,False,True
118572,False,False
118574,False,False
118575,False,False
118577,False,False
118579,False,False
118580,False,False
118581,False,False
118582,False,False
118583,False,False
118584,False,False
118586,False,False
118587,False,True
118589,False,True
118590,False,False
118591,False,False
118594,False,False
118595,False,False
118596,False,False
118597,False,False
118598,False,False
118599,False,True
118602,False,False
118603,False,False
118604,False,False
118606,False,False
118607,False,False
118608,False,False
118610,False,False
118613,False,False
118614,False,False
118615,False,False
118617,False,False
118621,False,False
118622,False,False
118626,False,False
118627,False,False
118628,False,False
118629,False,False
118631,False,False
118633,False,False
118634,False,False
118635,False,False
118638,False,False
118639,False,False
118640,False,False
118642,False,False
118643,False,False
118644,False,False
118647,False,False
118649,False,False
118650,False,False
118652,False,False
118653,False,False
118654,False,False
118655,False,False
118657,False,False
118658,False,False
118659,False,False
118660,False,False
118661,False,False
118662,False,False
118663,False,False
118664,False,False
118665,False,False
118666,False,False
118669,False,False
118670,False,False
118672,False,False
118673,False,False
118674,False,False
118675,False,False
118677,False,False
118678,False,False
118679,False,False
118680,False,False
118681,False,False
118682,False,False
118683,False,False
118684,False,False
118686,False,False
118687,False,False
118688,False,False
118689,False,False
118690,False,False
118691,False,False
118692,False,False
118693,False,False
118694,False,False
118695,False,False
118696,False,False
118697,False,False
118700,False,False
118701,False,False
118702,False,True
118703,False,False
118705,False,False
118706,False,False
118707,False,False
118708,False,False
118710,False,False
118711,False,False
118713,False,False
118714,False,False
118715,False,False
118716,False,True
118717,False,False
118718,False,False
118719,False,False
118720,False,False
118722,False,False
118723,False,False
118724,False,False
118725,False,False
118726,False,False
118727,False,False
118728,True,False
118729,False,True
118731,False,False
118732,False,False
118733,False,False
118734,False,False
118735,False,False
118736,False,False
118737,False,False
118739,False,False
118740,False,False
118741,False,False
118742,False,False
118743,False,False
118744,False,False
118745,False,False
118746,False,False
118747,False,False
118748,False,False
118749,False,False
118750,False,False
118751,False,False
118752,False,False
118753,False,False
118754,False,False
118756,False,False
118759,False,False
118760,False,False
118763,False,False
118764,False,True
118765,False,False
118766,False,False
118768,False,False
118769,False,False
118771,False,False
118772,False,False
118774,False,False
118775,False,False
118776,False,False
118777,False,False
118779,False,False
118780,False,False
118781,False,False
118782,False,False
118783,False,False
118784,False,False
118785,False,False
118786,False,False
118787,False,False
118790,False,False
118791,False,False
118792,False,False
118793,False,False
118794,False,False
118795,False,False
118796,False,False
118798,False,False
118799,False,False
118801,False,False
118802,False,False
118804,False,False
118805,False,False
118807,False,False
118808,False,False
118810,False,False
118811,False,False
118812,False,True
118813,False,False
118814,False,False
118815,False,False
118816,False,False
118817,False,True
118819,False,False
118821,False,False
118822,False,False
118823,False,False
118825,False,False
118826,False,False
118827,False,False
118828,False,True
118830,False,False
118831,False,False
118832,False,False
118833,False,False
118834,False,False
118835,False,False
118837,False,False
118839,True,False
118840,False,False
118841,False,True
118842,False,False
118843,False,False
118844,False,False
118845,False,True
118847,False,False
118849,False,False
118851,False,True
118853,False,False
118855,False,False
118857,False,False
118858,False,False
118859,False,True
118860,False,True
118861,False,True
118862,False,True
118863,False,False
118864,False,False
118865,False,False
118866,False,False
118867,False,True
118868,True,True
118870,False,False
118871,False,False
118873,False,False
118874,False,False
118875,False,True
118878,True,True
118879,False,False
118882,False,False
118883,False,False
118884,False,False
118886,False,True
118887,False,False
118888,True,True
118889,False,False
118892,False,False
118893,False,False
118894,True,True
118895,False,False
118898,False,False
118899,False,False
118900,False,False
118901,False,True
118902,False,True
118904,False,False
118905,False,False
118906,False,False
118907,True,True
118908,True,True
118909,True,True
118910,True,True
118911,False,True
118912,False,True
118913,True,True
118914,False,False
118915,False,False
118916,False,False
118917,False,False
118918,False,False
118919,False,False
118922,True,True
118923,False,False
118924,True,True
118926,False,False
118929,False,False
118930,False,True
118931,False,False
118932,False,False
118934,False,False
118935,False,False
118936,False,False
118938,True,True
118939,False,False
118940,False,False
118942,False,False
118943,False,False
118944,False,True
118945,False,False
118946,False,True
118947,False,False
118948,False,False
118949,False,False
118950,False,False
118951,False,False
118952,False,True
118954,False,False
118955,False,False
118956,False,True
118958,True,True
118961,False,True
118964,False,False
118965,False,True
118966,False,False
118967,False,True
118969,False,False
118970,False,False
118971,True,True
118973,False,False
118974,False,False
118976,True,True
118977,False,False
118978,False,False
118982,False,False
118983,False,True
118984,False,False
118985,False,False
118986,False,False
118987,True,True
118988,False,False
118989,False,False
118992,False,False
118993,False,True
118995,False,False
118996,False,False
118997,False,False
118998,False,False
118999,False,False
119001,False,False
119002,False,False
119004,False,False
119006,False,False
119007,False,False
119008,False,False
119010,False,False
119011,False,False
119012,False,False
119014,False,False
119021,False,False
119024,False,False
119025,False,False
119026,False,False
119029,False,False
119031,False,False
119035,False,False
119037,False,False
119039,False,False
119041,False,False
119042,False,False
119043,False,False
119044,False,False
119045,False,False
119046,False,False
119048,False,False
119049,False,False
119051,False,False
119052,False,False
119053,False,False
119054,False,False
119055,False,False
119056,False,False
119057,False,False
119058,False,False
119061,False,False
119062,False,False
119063,False,False
119064,False,False
119066,False,False
119067,False,False
119069,False,False
119070,False,False
119071,False,False
119072,False,False
119074,False,False
119077,False,False
119078,False,False
119079,False,False
119082,False,False
119083,False,False
119084,False,False
119085,False,False
119086,False,False
119088,False,False
119089,False,False
119090,False,False
119092,False,False
119094,False,False
119095,False,False
119097,False,False
119098,False,False
119099,False,False
119101,False,False
119102,False,False
119103,False,False
119104,False,False
119107,False,False
119110,False,False
119111,False,False
119113,False,False
119114,False,False
119115,False,False
119117,False,False
119118,False,False
119119,False,False
119120,False,False
119121,False,False
119122,False,False
119123,False,False
119124,False,False
119126,False,False
119127,False,False
119128,False,False
119129,False,False
119130,False,False
119131,False,False
119132,False,False
119133,False,False
119134,False,False
119135,False,False
119136,False,False
119137,False,False
119139,False,False
119141,False,False
119142,False,False
119144,False,False
119145,False,False
119146,False,False
119147,False,False
119148,False,False
119149,False,False
119150,False,False
119151,False,False
119152,False,False
119153,False,False
119155,False,False
119156,False,False
119158,False,False
119159,False,False
119162,False,False
119164,False,False
119165,False,False
119167,False,False
119169,False,False
119171,False,False
119176,False,False
119178,False,False
119179,False,False
119181,False,False
119182,False,False
119183,False,False
119184,False,False
119185,False,False
119187,False,False
119188,False,False
119189,False,False
119190,False,False
119191,False,False
119192,False,False
119195,False,False
119196,False,False
119197,False,False
119199,False,False
119200,False,False
119201,False,False
119202,False,False
119203,False,False
119204,False,False
119205,False,False
119211,False,False
119213,False,False
119216,False,False
119217,False,False
119218,False,False
119219,False,False
119220,False,False
119221,False,False
119222,False,False
119223,False,False
119224,False,False
119225,False,False
119226,False,False
119227,False,False
119228,False,False
119229,False,False
119231,False,False
119232,False,False
119233,False,False
119234,False,False
119236,False,False
119237,False,False
119238,False,False
119241,False,False
119242,False,False
119244,False,False
119245,False,False
119246,False,False
119247,False,False
119248,False,False
119249,False,False
119250,False,False
119251,False,False
119253,False,False
119254,False,False
119256,False,False
119257,False,False
119258,False,False
119260,False,False
119261,False,False
119262,False,False
119264,False,False
119265,False,False
119266,False,False
119267,False,False
119269,False,False
119270,False,False
119271,False,False
119272,False,False
119273,False,False
119274,False,False
119276,False,False
119277,False,False
119278,False,False
119279,False,False
119280,False,False
119281,False,False
119282,False,False
119283,False,False
119284,False,False
119285,False,False
119286,False,False
119287,False,False
119288,False,False
119290,False,False
119291,False,False
119292,False,False
119293,False,False
119294,False,False
119295,False,False
119296,False,False
119297,False,False
119298,False,False
119299,False,False
119300,False,False
119301,False,False
119302,False,False
119303,False,False
119304,False,False
119305,False,False
119306,False,False
119307,False,False
119308,False,False
119309,False,False
119310,False,False
119311,False,False
119312,False,False
119314,False,False
119316,False,False
119317,False,False
119319,False,False
119321,False,False
119322,False,False
119323,False,False
119325,False,False
119326,False,False
119327,False,False
119328,False,True
119329,False,False
119330,False,False
119331,False,False
119332,False,False
119333,False,False
119334,False,False
119335,False,False
119336,False,False
119338,False,False
119339,False,False
119341,False,False
119342,False,False
119343,False,False
119344,False,True
119345,False,False
119346,False,False
119347,False,False
119348,False,False
119349,False,False
119350,False,False
119352,False,False
119353,False,False
119354,False,False
119355,False,False
119356,False,False
119360,False,False
119361,False,False
119362,False,False
119363,False,False
119365,False,False
119366,False,False
119367,False,False
119368,False,False
119369,False,False
119371,False,False
119372,False,False
119375,False,False
119378,False,False
119379,False,False
119380,False,False
119381,False,False
119382,False,False
119383,False,False
119385,False,False
119386,False,False
119387,False,False
119390,False,False
119391,False,False
119392,False,False
119393,False,False
119394,False,False
119395,False,False
119397,False,False
119398,False,False
119400,False,False
119402,False,False
119403,False,False
119404,False,False
119405,False,False
119406,False,False
119408,False,False
119410,False,False
119411,False,False
119412,False,False
119413,False,False
119414,False,False
119415,False,False
119416,False,True
119417,False,False
119418,False,False
119419,False,False
119420,False,False
119421,False,False
119422,False,False
119423,False,False
119424,False,False
119425,False,True
119426,False,False
119427,False,False
119428,False,False
119429,False,False
119431,False,False
119432,False,False
119433,False,False
119434,False,True
119435,False,False
119436,False,False
119437,False,False
119438,False,False
119439,False,False
119440,False,False
119441,False,True
119442,False,False
119444,False,False
119446,False,False
119447,False,False
119448,False,False
119449,False,False
119450,False,False
119452,False,False
119453,False,False
119454,False,False
119455,False,False
119456,False,False
119457,False,False
119460,False,False
119461,False,False
119464,False,True
119467,False,False
119468,False,False
119470,False,False
119471,False,False
119472,False,False
119473,False,False
119474,False,False
119475,False,False
119476,False,False
119477,False,False
119478,False,False
119479,False,False
119480,False,False
119481,False,False
119482,False,True
119483,False,False
119484,False,False
119485,False,False
119486,False,False
119487,False,False
119488,False,True
119490,False,True
119491,False,False
119493,False,False
119495,False,False
119497,False,False
119498,False,False
119499,False,False
119500,False,False
119501,False,False
119502,False,False
119504,False,True
119505,False,True
119508,False,False
119509,False,False
119511,False,False
119512,False,False
119514,False,False
119515,False,False
119517,False,False
119519,False,False
119520,False,False
119521,False,False
119523,False,False
119524,False,False
119527,False,False
119528,False,False
119529,False,False
119531,False,False
119533,False,False
119534,False,False
119536,False,False
119537,False,False
119538,False,False
119540,False,False
119543,False,False
119544,False,False
119545,False,False
119547,False,False
119548,False,False
119549,False,False
119550,False,False
119551,False,False
119552,False,False
119553,False,False
119556,False,False
119557,False,False
119560,False,False
119562,False,False
119563,False,False
119565,False,False
119566,False,False
119567,False,False
119570,False,False
119571,False,False
119572,False,False
119573,False,False
119574,False,False
119575,False,False
119576,False,False
119577,False,False
119578,False,False
119580,False,False
119582,False,False
119583,False,False
119584,False,False
119585,False,False
119586,False,False
119587,False,False
119588,False,False
119589,False,False
119590,False,False
119591,False,False
119592,False,False
119593,False,False
119594,False,False
119595,False,False
119596,False,False
119597,False,False
119598,False,False
119599,False,False
119600,False,False
119602,False,False
119603,False,False
119604,False,False
119605,False,False
119607,False,False
119609,False,False
119610,False,False
119611,False,False
119613,False,False
119614,False,False
119615,False,False
119616,False,False
119617,False,False
119618,False,False
119620,False,False
119622,False,False
119625,False,False
119626,False,False
119627,False,False
119628,False,False
119629,False,False
119631,False,False
119632,False,False
119633,False,False
119634,False,False
119635,False,False
119637,False,False
119638,False,False
119640,False,False
119641,False,False
119642,False,False
119643,False,False
119644,False,False
119645,False,False
119646,False,True
119648,False,False
119649,False,False
119650,False,False
119651,False,False
119652,False,False
119653,False,False
119654,False,False
119655,False,False
119656,False,True
119659,False,False
119660,False,False
119663,False,False
119666,False,False
119667,False,False
119668,False,False
119669,False,True
119670,False,False
119671,False,False
119672,False,False
119673,False,True
119674,False,False
119675,False,False
119676,False,False
119677,False,False
119678,False,False
119679,False,False
119680,True,False
119682,False,True
119683,False,False
119684,False,False
119685,False,False
119686,False,False
119687,False,False
119688,False,False
119689,False,False
119690,False,False
119693,False,False
119694,False,False
119695,False,False
119697,False,False
119698,False,False
119700,False,False
119701,False,True
119702,False,False
119703,False,False
119704,False,False
119707,False,False
119708,False,False
119710,False,False
119713,False,False
119715,False,False
119716,False,True
119717,False,False
119718,False,False
119719,False,False
119721,False,False
119722,False,False
119723,False,False
119724,False,False
119725,False,False
119726,False,False
119729,False,False
119730,False,False
119731,False,False
119732,False,False
119733,False,False
119734,False,False
119736,False,False
119738,False,False
119739,False,False
119740,False,False
119741,False,False
119742,False,False
119745,False,False
119749,False,False
119750,False,False
119751,False,False
119752,False,False
119753,False,False
119754,False,False
119755,False,False
119756,False,False
119757,False,False
119759,False,False
119760,False,False
119762,False,False
119763,False,False
119764,False,False
119765,False,False
119766,False,False
119767,False,False
119768,False,False
119772,False,False
119774,False,False
119775,False,False
119776,False,False
119780,False,False
119781,False,False
119782,False,False
119783,False,False
119784,False,False
119785,False,False
119786,False,False
119787,False,False
119788,False,False
119789,False,False
119790,False,False
119791,False,False
119792,False,False
119793,False,False
119796,False,False
119797,False,False
119798,False,False
119799,False,True
119800,False,False
119801,False,False
119802,False,False
119804,False,True
119806,False,False
119807,False,True
119808,False,False
119809,False,False
119811,False,False
119813,False,False
119814,False,False
119815,False,False
119816,False,False
119817,False,False
119820,False,False
119821,False,True
119822,False,False
119824,False,False
119825,False,False
119826,False,False
119828,False,False
119829,False,False
119830,False,False
119831,False,False
119832,False,False
119833,False,False
119834,False,False
119835,False,False
119836,False,False
119838,False,False
119840,False,False
119841,False,False
119842,False,False
119846,False,False
119847,False,False
119848,False,False
119849,False,False
119851,False,False
119852,False,False
119854,False,False
119855,False,False
119856,False,False
119857,False,False
119858,False,False
119859,False,False
119860,False,False
119862,False,False
119863,False,False
119864,False,False
119865,False,False
119866,False,False
119868,False,False
119869,False,False
119871,False,False
119873,False,False
119874,False,False
119877,False,False
119878,False,False
119881,False,False
119882,False,False
119883,False,False
119886,False,False
119887,False,False
119888,False,False
119889,False,False
119890,False,False
119893,False,False
119895,False,False
119899,False,False
119900,False,False
119901,False,False
119905,False,False
119906,False,False
119908,False,False
119909,False,False
119910,False,False
119911,False,False
119912,False,False
119913,False,False
119914,False,False
119915,False,False
119916,False,False
119917,False,False
119918,False,False
119921,False,False
119922,False,False
119925,False,False
119926,False,False
119927,False,False
119930,False,False
119931,False,False
119934,False,False
119937,False,False
119938,False,False
119939,False,False
119940,False,False
119941,False,False
119942,False,False
119943,False,False
119944,False,False
119945,False,False
119947,False,False
119948,False,False
119949,False,False
119950,False,False
119952,False,False
119953,False,False
119954,False,False
119955,False,False
119956,False,False
119957,False,False
119958,False,False
119959,False,False
119961,False,False
119963,False,False
119964,False,False
119965,False,False
119966,False,False
119968,False,False
119969,False,False
119970,False,False
119971,False,False
119972,False,False
119974,False,False
119975,False,False
119976,False,False
119979,False,False
119980,False,False
119981,False,False
119983,False,False
119984,False,False
119989,False,False
119990,False,False
119991,False,False
119992,False,False
119993,False,False
119994,False,False
119995,False,False
119996,False,False
119998,False,False
119999,False,False
120000,False,False
120001,False,False
120002,False,False
120003,False,False
120004,False,False
120005,False,False
120006,False,False
120007,False,False
120008,False,False
120009,False,False
120010,False,False
120011,False,False
120012,False,False
120013,False,False
120014,False,False
120016,False,False
120017,False,False
120018,False,False
120020,False,False
120021,False,False
120022,False,False
120023,False,False
120024,False,False
120025,False,False
120026,False,False
120027,False,False
120028,False,False
120029,False,False
120030,False,False
120033,False,False
120034,False,False
120035,False,False
120039,False,False
120040,False,False
120042,False,False
120043,False,False
120044,False,False
120045,False,False
120046,False,False
120047,False,False
120048,False,False
